Description,AvgMonthlySales,AvgDailySales,SalesStdDev,SafetyStock,LeadTimeDemand,ReorderPoint,AnnualDemand,EOQ
COCKTAIL SWORDS 50 PIECES,128.57,4.285666666666667,82.74,93,60.0,153.0,1542.84,278.0
COFFEE MUG APPLES DESIGN,213.08,7.102666666666667,149.28,168,99.44,267.0,2556.96,358.0
COFFEE MUG BLUE PAISLEY DESIGN,62.0,2.066666666666667,127.48,143,28.93,172.0,744.0,193.0
COFFEE MUG CAT + BIRD DESIGN,162.92,5.430666666666666,121.51,137,76.03,213.0,1955.04,313.0
COFFEE MUG DOG + BALL DESIGN,111.54,3.7180000000000004,123.79,139,52.05,191.0,1338.48,259.0
COFFEE MUG PEARS  DESIGN,176.0,5.866666666666666,136.32,153,82.13,235.0,2112.0,325.0
COFFEE MUG PINK PAISLEY DESIGN,52.62,1.754,79.24,89,24.56,114.0,631.4399999999999,178.0
COFFEE SCENT PILLAR CANDLE,22.46,0.7486666666666667,18.62,21,10.48,31.0,269.52,116.0
COLOUR GLASS T-LIGHT HOLDER HANGING,1200.85,40.02833333333333,770.91,866,560.4,1426.0,14410.199999999999,849.0
COLOUR GLASS. STAR T-LIGHT HOLDER,514.09,17.136333333333333,363.91,409,239.91,649.0,6169.08,555.0
COLOURED GLASS STAR T-LIGHT HOLDER,498.5,16.616666666666667,30.41,34,232.63,267.0,5982.0,547.0
COLOURFUL FLOWER FRUIT BOWL,2.29,0.07633333333333334,1.6,2,1.07,3.0,27.48,37.0
COLOURING PENCILS BROWN TUBE,332.46,11.081999999999999,269.87,303,155.15,458.0,3989.5199999999995,447.0
COLUMBIAN  CUBE CANDLE ,14.0,0.4666666666666667,20.03,23,6.53,30.0,168.0,92.0
COLUMBIAN CANDLE RECTANGLE,16.0,0.5333333333333333,29.72,33,7.47,40.0,192.0,98.0
COLUMBIAN CANDLE ROUND,33.67,1.1223333333333334,27.73,31,15.71,47.0,404.04,142.0
COLUMBIAN CANDLE ROUND ,16.8,0.56,21.23,24,7.84,32.0,201.60000000000002,100.0
COLUMBIAN CUBE CANDLE,4.67,0.15566666666666668,5.28,6,2.18,8.0,56.04,53.0
CONDIMENT TRAY 4 BOWLS AND 4 SPOONS,2.83,0.09433333333333334,2.99,3,1.32,4.0,33.96,41.0
CONGRATULATIONS BUNTING,4.33,0.14433333333333334,4.16,5,2.02,7.0,51.96,51.0
COOK WITH WINE METAL SIGN ,850.75,28.358333333333334,470.52,529,397.02,926.0,10209.0,714.0
COOKING SET RETROSPOT,13.2,0.44,14.31,16,6.16,22.0,158.39999999999998,89.0
COPPER AND BRASS BAG CHARM,2.0,0.06666666666666667,1.41,2,0.93,3.0,24.0,35.0
COPPER/OLIVE GREEN FLOWER NECKLACE,1.5,0.05,0.58,1,0.7,2.0,18.0,30.0
CORDIAL GLASS JUG,6.2,0.20666666666666667,5.67,6,2.89,9.0,74.4,61.0
CORDIAL JUG,3.0,0.1,1.41,2,1.4,3.0,36.0,42.0
CORONA MEXICAN TRAY,143.0,4.766666666666667,,0,66.73,67.0,1716.0,293.0
COSMETIC BAG VINTAGE ROSE PAISLEY,27.31,0.9103333333333333,32.99,37,12.74,50.0,327.71999999999997,128.0
COSY HOUR CIGAR BOX MATCHES ,98.92,3.2973333333333334,139.23,156,46.16,202.0,1187.04,244.0
COSY HOUR GIANT TUBE MATCHES,98.5,3.283333333333333,72.83,82,45.97,128.0,1182.0,243.0
COSY SLIPPER SHOES LARGE GREEN,16.38,0.5459999999999999,21.27,24,7.64,32.0,196.56,99.0
COSY SLIPPER SHOES SMALL  RED ,5.62,0.18733333333333332,9.15,10,2.62,13.0,67.44,58.0
COSY SLIPPER SHOES SMALL GREEN,15.89,0.5296666666666667,9.88,11,7.42,18.0,190.68,98.0
COTE D'AZURE NECKLACE,1.5,0.05,0.71,1,0.7,2.0,18.0,30.0
COTTON APRON PANTRY DESIGN,55.18,1.8393333333333333,42.18,47,25.75,73.0,662.16,182.0
COWBOYS AND INDIANS BIRTHDAY CARD ,275.46,9.181999999999999,111.66,125,128.55,254.0,3305.5199999999995,407.0
CRACKED GLAZE EARRINGS BROWN,1.0,0.03333333333333333,,0,0.47,0.0,12.0,24.0
CRACKED GLAZE EARRINGS RED,1.0,0.03333333333333333,,0,0.47,0.0,12.0,24.0
CRACKED GLAZE NECKLACE IVORY,3.0,0.1,0.0,0,1.4,1.0,36.0,42.0
CRACKED GLAZE NECKLACE RED,3.0,0.1,0.0,0,1.4,1.0,36.0,42.0
CRAZY DAISY HEART DECORATION,11.92,0.3973333333333333,9.43,11,5.56,17.0,143.04,85.0
CREAM AND PINK FLOWERS PONY ,2.75,0.09166666666666666,2.36,3,1.28,4.0,33.0,41.0
CREAM BUNNY EASTER EGG BASKET,12.5,0.4166666666666667,0.71,1,5.83,7.0,150.0,87.0
CREAM CLIMBING HYDRANGA ART FLOWER,15.0,0.5,12.73,14,7.0,21.0,180.0,95.0
CREAM CUPID HEARTS COAT HANGER,147.54,4.918,105.36,118,68.85,187.0,1770.48,298.0
CREAM DELPHINIUM ARTIFICIAL FLOWER,10.0,0.3333333333333333,7.33,8,4.67,13.0,120.0,77.0
CREAM FELT EASTER EGG BASKET,229.0,7.633333333333334,157.31,177,106.87,284.0,2748.0,371.0
CREAM HANGING HEART T-LIGHT HOLDER,57.0,1.9,,0,26.6,27.0,684.0,185.0
CREAM HEART CARD HOLDER,630.38,21.012666666666668,548.96,617,294.18,911.0,7564.5599999999995,615.0
CREAM SLICE FLANNEL CHOCOLATE SPOT ,19.3,0.6433333333333333,25.05,28,9.01,37.0,231.60000000000002,108.0
CREAM SLICE FLANNEL PINK SPOT ,70.0,2.3333333333333335,76.97,86,32.67,119.0,840.0,205.0
CREAM SWEETHEART EGG HOLDER,75.0,2.5,54.56,61,35.0,96.0,900.0,212.0
CREAM SWEETHEART LETTER RACK,102.5,3.4166666666666665,125.16,141,47.83,189.0,1230.0,248.0
CREAM SWEETHEART MINI CHEST,131.15,4.371666666666667,69.45,78,61.2,139.0,1573.8000000000002,281.0
CREAM SWEETHEART WALL CABINET,3.5,0.11666666666666667,3.54,4,1.63,6.0,42.0,46.0
CREAM WALL PLANTER HEART SHAPED,32.08,1.0693333333333332,25.51,29,14.97,44.0,384.96,139.0
CROCHET BEAR RED/BLUE  KEYRING,5.0,0.16666666666666666,4.58,5,2.33,7.0,60.0,55.0
CROCHET DOG KEYRING,1.0,0.03333333333333333,,0,0.47,0.0,12.0,24.0
CROCHET LILAC/RED BEAR KEYRING,1.0,0.03333333333333333,,0,0.47,0.0,12.0,24.0
CROCHET ROSE DES CLOTHES HANGER,5.0,0.16666666666666666,,0,2.33,2.0,60.0,55.0
CROCHET ROSE PURSE WITH SUEDE BACK,7.78,0.25933333333333336,3.93,4,3.63,8.0,93.36,68.0
CROCHET WHITE RABBIT KEYRING ,10.33,0.3443333333333333,12.1,14,4.82,19.0,123.96000000000001,79.0
CRYSTAL CHANDELIER T-LIGHT HOLDER,3.0,0.1,,0,1.4,1.0,36.0,42.0
CRYSTAL CZECH CROSS PHONE CHARM,9.5,0.31666666666666665,3.54,4,4.43,8.0,114.0,75.0
CRYSTAL DIAMANTE EXPANDABLE RING,8.0,0.26666666666666666,2.83,3,3.73,7.0,96.0,69.0
CRYSTAL DIAMANTE STAR BROOCH,4.33,0.14433333333333334,2.52,3,2.02,5.0,51.96,51.0
CRYSTAL FROG PHONE CHARM,14.17,0.4723333333333333,22.78,26,6.61,33.0,170.04,92.0
CRYSTAL HOOP EARRING FLORAL LEAF,3.0,0.1,4.0,4,1.4,5.0,36.0,42.0
CRYSTAL PAIR HEART HAIR SLIDES,3.6,0.12000000000000001,2.07,2,1.68,4.0,43.2,46.0
CRYSTAL SEA HORSE PHONE CHARM,22.5,0.75,33.37,37,10.5,48.0,270.0,116.0
CRYSTAL STILETTO PHONE CHARM,12.0,0.4,0.0,0,5.6,6.0,144.0,85.0
CRYSTAL STUD EARRINGS ASSORTED COL ,102.0,3.4,89.4,100,47.6,148.0,1224.0,247.0
CRYSTAL STUD EARRINGS CLEAR DISPLAY,81.0,2.7,68.15,77,37.8,115.0,972.0,220.0
CUBIC MUG FLOCK BLUE ON BROWN,21.17,0.7056666666666668,26.53,30,9.88,40.0,254.04000000000002,113.0
CUBIC MUG FLOCK PINK ON BROWN,14.44,0.48133333333333334,10.15,11,6.74,18.0,173.28,93.0
CUBIC MUG PINK POLKADOT,122.25,4.075,134.43,151,57.05,208.0,1467.0,271.0
CUPBOARD 3 DRAWER MA CAMPAGNE,11.15,0.3716666666666667,4.88,5,5.2,10.0,133.8,82.0
CUPCAKE LACE PAPER SET 6,178.54,5.951333333333333,112.2,126,83.32,209.0,2142.48,327.0
CUPID DESIGN SCENTED CANDLES,18.91,0.6303333333333333,20.72,23,8.82,32.0,226.92000000000002,107.0
CUPID SCENTED CANDLE IN GLASS,5.5,0.18333333333333332,4.95,6,2.57,9.0,66.0,57.0
CURIO CABINET LINEN AND LACE ,12.0,0.4,7.21,8,5.6,14.0,144.0,85.0
CURIOUS  IMAGES NOTEBOOK SET,25.86,0.862,19.52,22,12.07,34.0,310.32,125.0
CURIOUS IMAGES GIFT WRAP SET,49.75,1.6583333333333334,38.26,43,23.22,66.0,597.0,173.0
CURIOUS IMAGES SCRAP BOOK SET,3.0,0.1,,0,1.4,1.0,36.0,42.0
CUSHION COVER PINK UNION JACK,9.82,0.32733333333333337,7.03,8,4.58,13.0,117.84,77.0
CUT GLASS HEXAGON T-LIGHT HOLDER,106.0,3.533333333333333,223.09,251,49.47,300.0,1272.0,252.0
CUT GLASS T-LIGHT HOLDER OCTAGON,27.0,0.9,29.12,33,12.6,46.0,324.0,127.0
CUTE BIRD CEATURE SCREEN,11.0,0.36666666666666664,12.73,14,5.13,19.0,132.0,81.0
CUTE CATS TAPE,81.25,2.7083333333333335,108.1,121,37.92,159.0,975.0,221.0
CUTE RABBIT CEATURE SCREEN ,5.5,0.18333333333333332,4.95,6,2.57,9.0,66.0,57.0
DAIRY MAID  PUDDING BOWL,5.0,0.16666666666666666,,0,2.33,2.0,60.0,55.0
DAIRY MAID LARGE MILK JUG,25.15,0.8383333333333333,12.59,14,11.74,26.0,301.79999999999995,123.0
DAIRY MAID STRIPE MUG,158.92,5.297333333333333,134.36,151,74.16,225.0,1907.04,309.0
DAIRY MAID TOASTRACK,58.15,1.9383333333333332,54.59,61,27.14,88.0,697.8,187.0
DAIRY MAID TRADITIONAL TEAPOT ,14.92,0.49733333333333335,5.7,6,6.96,13.0,179.04,95.0
DAISIES  HONEYCOMB GARLAND ,34.92,1.1640000000000001,25.6,29,16.3,45.0,419.04,145.0
DAISY FOLKART HEART DECORATION,10.67,0.3556666666666667,13.14,15,4.98,20.0,128.04,80.0
DAISY GARDEN MARKER,82.92,2.7640000000000002,149.95,169,38.7,208.0,995.04,223.0
DAISY HAIR BAND,9.2,0.30666666666666664,5.63,6,4.29,10.0,110.39999999999999,74.0
DAISY HAIR COMB,6.0,0.2,,0,2.8,3.0,72.0,60.0
DAISY JOURNAL ,7.33,0.24433333333333335,4.56,5,3.42,8.0,87.96000000000001,66.0
DAISY NOTEBOOK ,6.4,0.21333333333333335,6.2,7,2.99,10.0,76.80000000000001,62.0
DAISY SKETCHBOOK ,5.92,0.19733333333333333,7.2,8,2.76,11.0,71.03999999999999,60.0
DANISH ROSE BEDSIDE CABINET,1.86,0.062000000000000006,0.9,1,0.87,2.0,22.32,33.0
DANISH ROSE DECORATIVE PLATE,73.15,2.4383333333333335,99.72,112,34.14,146.0,877.8000000000001,209.0
DANISH ROSE DELUXE COASTER,72.85,2.4283333333333332,91.3,103,34.0,137.0,874.1999999999999,209.0
DANISH ROSE FOLDING CHAIR,37.33,1.2443333333333333,52.88,59,17.42,76.0,447.96,150.0
DANISH ROSE PHOTO FRAME,129.45,4.3149999999999995,127.1,143,60.41,203.0,1553.3999999999999,279.0
DANISH ROSE ROUND SEWING BOX,67.58,2.252666666666667,107.73,121,31.54,153.0,810.96,201.0
DANISH ROSE TRINKET TRAYS,23.73,0.791,34.8,39,11.07,50.0,284.76,119.0
DANISH ROSE UMBRELLA STAND,1.0,0.03333333333333333,0.0,0,0.47,0.0,12.0,24.0
DARK BIRD HOUSE TREE DECORATION,208.5,6.95,217.61,245,97.3,342.0,2502.0,354.0
DECORATION  BUTTERFLY  MAGIC GARDEN,64.14,2.138,63.45,71,29.93,101.0,769.6800000000001,196.0
DECORATION  PINK CHICK MAGIC GARDEN,54.71,1.8236666666666668,57.29,64,25.53,90.0,656.52,181.0
"DECORATION , WOBBLY CHICKEN, METAL ",57.25,1.9083333333333334,48.77,55,26.72,82.0,687.0,185.0
"DECORATION , WOBBLY RABBIT , METAL ",59.6,1.9866666666666668,51.68,58,27.81,86.0,715.2,189.0
"DECORATION HEN ON NEST, HANGING",39.0,1.3,,0,18.2,18.0,468.0,153.0
DECORATION SITTING BUNNY,190.71,6.357,139.11,156,89.0,245.0,2288.52,338.0
DECORATION WHITE CHICK MAGIC GARDEN,80.62,2.6873333333333336,96.24,108,37.62,146.0,967.44,220.0
DECORATION WOBBLY CHICKEN,65.12,2.170666666666667,59.37,67,30.39,97.0,781.44,198.0
DECORATION WOBBLY RABBIT METAL ,94.12,3.1373333333333333,73.43,83,43.92,127.0,1129.44,238.0
DECORATIVE CATS BATHROOM BOTTLE,69.58,2.3193333333333332,91.63,103,32.47,135.0,834.96,204.0
DECORATIVE FLORE BATHROOM BOTTLE,28.3,0.9433333333333334,18.6,21,13.21,34.0,339.6,130.0
DECORATIVE HANGING SHELVING UNIT,2.0,0.06666666666666667,1.0,1,0.93,2.0,24.0,35.0
DECORATIVE PLANT POT WITH FRIEZE,5.83,0.19433333333333333,4.11,5,2.72,8.0,69.96000000000001,59.0
DECORATIVE ROSE BATHROOM BOTTLE,76.67,2.5556666666666668,114.45,129,35.78,165.0,920.04,214.0
DECORATIVE VINTAGE COFFEE  BOX,15.67,0.5223333333333333,13.5,15,7.31,22.0,188.04,97.0
DECORATIVE WICKER HEART LARGE,342.4,11.413333333333332,141.97,160,159.79,320.0,4108.799999999999,453.0
DECORATIVE WICKER HEART MEDIUM,352.2,11.74,241.12,271,164.36,435.0,4226.4,460.0
DECORATIVE WICKER HEART SMALL,298.4,9.946666666666665,159.4,179,139.25,318.0,3580.7999999999997,423.0
"DECOUPAGE,GREETING CARD,",42.0,1.4,21.27,24,19.6,44.0,504.0,159.0
DECROTIVEVINTAGE COFFEE GRINDER BOX,10.0,0.3333333333333333,,0,4.67,5.0,120.0,77.0
DELUXE SEWING KIT ,81.38,2.7126666666666663,71.81,81,37.98,119.0,976.56,221.0
DENIM PATCH PURSE PINK BUTTERFLY,15.56,0.5186666666666667,8.43,9,7.26,16.0,186.72,97.0
DIAMANTE BOW BROOCH BLACK COLOUR,4.0,0.13333333333333333,4.24,5,1.87,7.0,48.0,49.0
DIAMANTE BOW BROOCH GREEN COLOUR,3.0,0.1,2.77,3,1.4,4.0,36.0,42.0
DIAMANTE BOW BROOCH RED COLOUR,4.5,0.15,6.19,7,2.1,9.0,54.0,52.0
DIAMANTE HAIR GRIP PACK/2 BLACK DIA,3.0,0.1,2.65,3,1.4,4.0,36.0,42.0
DIAMANTE HAIR GRIP PACK/2 CRYSTAL,6.0,0.2,,0,2.8,3.0,72.0,60.0
DIAMANTE HAIR GRIP PACK/2 LT ROSE,3.0,0.1,2.65,3,1.4,4.0,36.0,42.0
DIAMANTE HAIR GRIP PACK/2 MONTANA,2.67,0.089,2.89,3,1.25,4.0,32.04,40.0
DIAMANTE HAIR GRIP PACK/2 PERIDOT,6.0,0.2,,0,2.8,3.0,72.0,60.0
DIAMANTE HAIR GRIP PACK/2 RUBY,3.33,0.111,2.52,3,1.55,5.0,39.96,45.0
"DIAMANTE HEART SHAPED WALL MIRROR, ",22.25,0.7416666666666667,52.97,60,10.38,70.0,267.0,116.0
DIAMANTE NECKLACE,2.0,0.06666666666666667,,0,0.93,1.0,24.0,35.0
DIAMANTE NECKLACE BLACK ,2.0,0.06666666666666667,,0,0.93,1.0,24.0,35.0
DIAMANTE NECKLACE GREEN,1.5,0.05,0.71,1,0.7,2.0,18.0,30.0
DIAMANTE NECKLACE PURPLE,1.75,0.058333333333333334,0.5,1,0.82,2.0,21.0,32.0
DIAMANTE RING ASSORTED IN BOX.,168.0,5.6,152.55,171,78.4,249.0,2016.0,317.0
DIAMOND LAS VEGAS NECKLACE 45CM,2.5,0.08333333333333333,0.71,1,1.17,2.0,30.0,39.0
DINOSAUR HEIGHT CHART STICKER SET,13.75,0.4583333333333333,11.76,13,6.42,19.0,165.0,91.0
DINOSAUR KEYRINGS ASSORTED,587.45,19.581666666666667,240.69,270,274.14,544.0,7049.400000000001,594.0
DINOSAUR LUNCH BOX WITH CUTLERY,94.38,3.146,85.85,96,44.04,140.0,1132.56,238.0
DINOSAUR PARTY BAG + STICKER SET,52.62,1.754,41.95,47,24.56,72.0,631.4399999999999,178.0
DINOSAURS  WRITING SET ,45.31,1.5103333333333333,50.07,56,21.14,77.0,543.72,165.0
DISCO BALL CHRISTMAS DECORATION,978.0,32.6,1281.37,1440,456.4,1896.0,11736.0,766.0
DISCO BALL ROTATOR BATTERY OPERATED,18.77,0.6256666666666667,13.85,16,8.76,25.0,225.24,106.0
DO NOT TOUCH MY STUFF DOOR HANGER ,106.91,3.5636666666666668,124.94,140,49.89,190.0,1282.92,253.0
DOCTOR'S BAG SOFT TOY,13.38,0.446,14.48,16,6.24,22.0,160.56,90.0
DOG AND BALL WALL ART,252.0,8.4,,0,117.6,118.0,3024.0,389.0
DOG BOWL CHASING BALL DESIGN,103.15,3.4383333333333335,225.54,253,48.14,301.0,1237.8000000000002,249.0
DOG BOWL VINTAGE CREAM,27.23,0.9076666666666667,9.18,10,12.71,23.0,326.76,128.0
DOG LICENCE WALL ART,204.0,6.8,254.56,286,95.2,381.0,2448.0,350.0
DOG TOY WITH PINK CROCHET SKIRT,13.83,0.461,9.93,11,6.45,17.0,165.96,91.0
DOGGY RUBBER,19.3,0.6433333333333333,15.52,17,9.01,26.0,231.60000000000002,108.0
DOILEY BISCUIT TIN,30.0,1.0,48.0,54,14.0,68.0,360.0,134.0
DOILEY STORAGE TIN,180.33,6.011,210.91,237,84.15,321.0,2163.96,329.0
DOILY THANK YOU CARD,363.5,12.116666666666667,174.66,196,169.63,366.0,4362.0,467.0
DOLLCRAFT BOY JEAN-PAUL ,27.33,0.9109999999999999,38.7,43,12.75,56.0,327.96,128.0
DOLLCRAFT GIRL AMELIE,12.0,0.4,10.58,12,5.6,18.0,144.0,85.0
DOLLCRAFT GIRL AMELIE KIT,22.0,0.7333333333333333,29.46,33,10.27,43.0,264.0,115.0
DOLLCRAFT GIRL NICOLE,22.67,0.7556666666666667,32.33,36,10.58,47.0,272.04,117.0
DOLLY CABINET 2 DRAWERS ,11.0,0.36666666666666664,5.2,6,5.13,11.0,132.0,81.0
DOLLY CABINET 3 DRAWERS ,17.0,0.5666666666666667,11.36,13,7.93,21.0,204.0,101.0
DOLLY GIRL BABY GIFT SET,42.1,1.4033333333333333,34.35,39,19.65,59.0,505.20000000000005,159.0
DOLLY GIRL CHILDRENS BOWL,221.86,7.395333333333334,129.34,145,103.53,249.0,2662.32,365.0
DOLLY GIRL CHILDRENS CUP,221.29,7.376333333333333,128.4,144,103.27,247.0,2655.48,364.0
DOLLY GIRL CHILDRENS EGG CUP,69.62,2.320666666666667,61.55,69,32.49,101.0,835.44,204.0
DOLLY GIRL LUNCH BOX,872.0,29.066666666666666,433.61,487,406.93,894.0,10464.0,723.0
DOLLY GIRL MINI BACKPACK,179.25,5.975,124.47,140,83.65,224.0,2151.0,328.0
DOLLY GIRL MINI RUCKSACK,4.0,0.13333333333333333,0.0,0,1.87,2.0,48.0,49.0
DOLLY GIRL WALL ART,159.0,5.3,216.37,243,74.2,317.0,1908.0,309.0
DOLLY HONEYCOMB GARLAND,49.89,1.663,72.27,81,23.28,104.0,598.6800000000001,173.0
DOLLY MIXTURE CHILDREN'S UMBRELLA,19.62,0.654,17.56,20,9.16,29.0,235.44,108.0
DOLPHIN WINDMILL,1.0,0.03333333333333333,,0,0.47,0.0,12.0,24.0
DONKEY TAIL GAME ,13.5,0.45,15.0,17,6.3,23.0,162.0,90.0
DOOR HANGER  MUM + DADS ROOM,14.38,0.47933333333333333,13.94,16,6.71,23.0,172.56,93.0
DOORKNOB CERAMIC IVORY,36.0,1.2,,0,16.8,17.0,432.0,147.0
DOORKNOB CRACKED GLAZE BLUE,81.0,2.7,97.58,110,37.8,148.0,972.0,220.0
DOORKNOB CRACKED GLAZE GREEN,6.0,0.2,0.0,0,2.8,3.0,72.0,60.0
DOORKNOB CRACKED GLAZE IVORY,60.0,2.0,78.0,88,28.0,116.0,720.0,190.0
DOORKNOB CRACKED GLAZE PINK,6.0,0.2,0.0,0,2.8,3.0,72.0,60.0
DOORMAT 3 SMILEY CATS,85.15,2.8383333333333334,135.43,152,39.74,192.0,1021.8000000000001,226.0
DOORMAT AIRMAIL ,55.54,1.8513333333333333,53.93,61,25.92,87.0,666.48,183.0
DOORMAT BLACK FLOCK ,137.46,4.582,178.0,200,64.15,264.0,1649.52,287.0
DOORMAT CHRISTMAS VILLAGE,94.67,3.155666666666667,204.47,230,44.18,274.0,1136.04,238.0
DOORMAT ENGLISH ROSE ,151.92,5.063999999999999,125.51,141,70.9,212.0,1823.04,302.0
DOORMAT FAIRY CAKE,263.77,8.792333333333334,283.65,319,123.09,442.0,3165.24,398.0
DOORMAT FANCY FONT HOME SWEET HOME,237.54,7.918,197.53,222,110.85,333.0,2850.48,378.0
DOORMAT HEARTS,251.62,8.387333333333334,218.08,245,117.42,362.0,3019.44,389.0
DOORMAT HOME SWEET HOME BLUE ,122.85,4.095,144.74,163,57.33,220.0,1474.1999999999998,271.0
DOORMAT I LOVE LONDON,25.15,0.8383333333333333,32.6,37,11.74,49.0,301.79999999999995,123.0
DOORMAT KEEP CALM AND COME IN,593.56,19.78533333333333,478.33,538,276.99,815.0,7122.719999999999,597.0
DOORMAT MERRY CHRISTMAS RED ,102.33,3.411,114.18,128,47.75,176.0,1227.96,248.0
DOORMAT MULTICOLOUR STRIPE,109.15,3.6383333333333336,130.4,147,50.94,198.0,1309.8000000000002,256.0
DOORMAT NEIGHBOURHOOD WITCH ,19.46,0.6486666666666667,31.06,35,9.08,44.0,233.52,108.0
DOORMAT NEW ENGLAND,286.23,9.541,228.93,257,133.57,391.0,3434.76,414.0
DOORMAT PEACE ON EARTH BLUE,100.0,3.3333333333333335,236.65,266,46.67,313.0,1200.0,245.0
DOORMAT RED RETROSPOT,300.08,10.002666666666666,194.33,218,140.04,358.0,3600.96,424.0
DOORMAT RESPECTABLE HOUSE,56.15,1.8716666666666666,79.64,89,26.2,115.0,673.8,184.0
DOORMAT SPOTTY HOME SWEET HOME,127.85,4.261666666666667,77.79,87,59.66,147.0,1534.1999999999998,277.0
DOORMAT TOPIARY,67.69,2.256333333333333,90.27,101,31.59,133.0,812.28,202.0
DOORMAT UNION FLAG,278.85,9.295,202.03,227,130.13,357.0,3346.2000000000003,409.0
DOORMAT UNION JACK GUNS AND ROSES,89.15,2.9716666666666667,136.11,153,41.6,195.0,1069.8000000000002,231.0
DOORMAT VINTAGE LEAF,108.2,3.606666666666667,54.56,61,50.49,111.0,1298.4,255.0
DOORMAT VINTAGE LEAVES DESIGN ,106.5,3.55,139.69,157,49.7,207.0,1278.0,253.0
DOORMAT WELCOME PUPPIES,156.0,5.2,194.25,218,72.8,291.0,1872.0,306.0
DOORMAT WELCOME SUNRISE,28.67,0.9556666666666668,35.02,39,13.38,52.0,344.04,131.0
DOORMAT WELCOME TO OUR HOME,106.0,3.533333333333333,89.97,101,49.47,150.0,1272.0,252.0
DOORSTOP FOOTBALL DESIGN,12.27,0.409,15.27,17,5.73,23.0,147.24,86.0
DOORSTOP RACING CAR DESIGN,14.75,0.49166666666666664,14.2,16,6.88,23.0,177.0,94.0
DOORSTOP RETROSPOT HEART,116.62,3.8873333333333333,211.27,237,54.42,291.0,1399.44,265.0
DOTCOM POSTAGE,3.2,0.10666666666666667,2.05,2,1.49,3.0,38.400000000000006,44.0
DOTCOMGIFTSHOP TEA TOWEL,12.0,0.4,,0,5.6,6.0,144.0,85.0
DOUBLE CERAMIC PARLOUR HOOK,5.5,0.18333333333333332,3.0,3,2.57,6.0,66.0,57.0
DOUGHNUT LIP GLOSS ,966.2,32.20666666666667,505.45,568,450.89,1019.0,11594.400000000001,761.0
DOVE DECORATION PAINTED ZINC ,207.55,6.918333333333334,347.63,391,96.86,488.0,2490.6000000000004,353.0
DRAGONS BLOOD INCENSE,34.9,1.1633333333333333,12.78,14,16.29,30.0,418.79999999999995,145.0
DRAWER KNOB CERAMIC BLACK,135.29,4.509666666666666,88.28,99,63.14,162.0,1623.48,285.0
DRAWER KNOB CERAMIC IVORY,293.29,9.776333333333334,100.69,113,136.87,250.0,3519.4800000000005,419.0
DRAWER KNOB CERAMIC RED,97.86,3.262,77.22,87,45.67,133.0,1174.32,242.0
DRAWER KNOB CRACKLE GLAZE BLUE,180.83,6.027666666666667,134.09,151,84.39,235.0,2169.96,329.0
DRAWER KNOB CRACKLE GLAZE GREEN,181.71,6.057,87.16,98,84.8,183.0,2180.52,330.0
DRAWER KNOB CRACKLE GLAZE IVORY,347.33,11.577666666666666,202.23,227,162.09,389.0,4167.96,457.0
DRAWER KNOB CRACKLE GLAZE PINK,176.29,5.876333333333333,92.51,104,82.27,186.0,2115.48,325.0
DRAWER KNOB VINTAGE GLASS BALL,45.29,1.5096666666666667,29.73,33,21.14,54.0,543.48,165.0
DRAWER KNOB VINTAGE GLASS HEXAGON,41.0,1.3666666666666667,31.22,35,19.13,54.0,492.0,157.0
DRAWER KNOB VINTAGE GLASS STAR,72.0,2.4,42.71,48,33.6,82.0,864.0,208.0
DROP DIAMANTE EARRINGS BLACK DIAMON,3.5,0.11666666666666667,3.54,4,1.63,6.0,42.0,46.0
DROP DIAMANTE EARRINGS CRYSTAL,4.33,0.14433333333333334,2.89,3,2.02,5.0,51.96,51.0
DROP DIAMANTE EARRINGS GREEN,6.0,0.2,,0,2.8,3.0,72.0,60.0
DROP DIAMANTE EARRINGS PURPLE,3.4,0.11333333333333333,2.88,3,1.59,5.0,40.8,45.0
DROP EARRINGS W FLOWER & LEAF,1.5,0.05,0.71,1,0.7,2.0,18.0,30.0
DUSTY PINK CHRISTMAS TREE 30CM,1.0,0.03333333333333333,,0,0.47,0.0,12.0,24.0
DUSTY PINK CHRISTMAS TREE 60CM,9.0,0.3,,0,4.2,4.0,108.0,73.0
EASTER BUNNY GARLAND OF FLOWERS,131.25,4.375,197.94,222,61.25,283.0,1575.0,281.0
EASTER BUNNY HANGING GARLAND,13.5,0.45,9.04,10,6.3,16.0,162.0,90.0
EASTER BUNNY WITH BASKET ON BACK,21.0,0.7,14.98,17,9.8,27.0,252.0,112.0
EASTER BUNNY WREATH,7.0,0.23333333333333334,5.1,6,3.27,9.0,84.0,65.0
EASTER CRAFT 4 CHICKS ,165.36,5.5120000000000005,264.64,297,77.17,374.0,1984.3200000000002,315.0
EASTER CRAFT IVY WREATH WITH CHICK,1.0,0.03333333333333333,,0,0.47,0.0,12.0,24.0
EASTER DECORATION EGG BUNNY ,69.0,2.3,61.66,69,32.2,101.0,828.0,203.0
EASTER DECORATION HANGING BUNNY,155.08,5.169333333333333,205.52,231,72.37,303.0,1860.96,305.0
EASTER DECORATION NATURAL CHICK,51.4,1.7133333333333334,54.57,61,23.99,85.0,616.8,176.0
EASTER DECORATION SITTING BUNNY,100.6,3.353333333333333,88.02,99,46.95,146.0,1207.1999999999998,246.0
